"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"12879","GO:2000191","regulation of fatty acid transport",41,0,1.96,"1.00000",1,"BP"
"12880","GO:2000192","negative regulation of fatty acid transport",12,0,0.57,"1.00000",1,"BP"
"12881","GO:2000193","positive regulation of fatty acid transport",17,0,0.81,"1.00000",1,"BP"
"12882","GO:2000194","regulation of female gonad development",5,0,0.24,"1.00000",1,"BP"
"12883","GO:2000195","negative regulation of female gonad development",1,0,0.05,"1.00000",1,"BP"
"12884","GO:2000197","regulation of ribonucleoprotein complex localization",11,0,0.52,"1.00000",1,"BP"
"12885","GO:2000199","positive regulation of ribonucleoprotein complex localization",1,0,0.05,"1.00000",1,"BP"
"12886","GO:2000200","regulation of ribosomal subunit export from nucleus",1,0,0.05,"1.00000",1,"BP"
"12887","GO:2000202","positive regulation of ribosomal subunit export from nucleus",1,0,0.05,"1.00000",1,"BP"
"12888","GO:2000206","regulation of ribosomal small subunit export from nucleus",1,0,0.05,"1.00000",1,"BP"
"12889","GO:2000208","positive regulation of ribosomal small subunit export from nucleus",1,0,0.05,"1.00000",1,"BP"
"12890","GO:2000211","regulation of glutamate metabolic process",4,0,0.19,"1.00000",1,"BP"
"12891","GO:2000212","negative regulation of glutamate metabolic process",3,0,0.14,"1.00000",1,"BP"
"12892","GO:2000223","regulation of BMP signaling pathway involved in heart jogging",2,0,0.1,"1.00000",1,"BP"
"12893","GO:2000232","regulation of rRNA processing",38,0,1.81,"1.00000",1,"BP"
"12894","GO:2000233","negative regulation of rRNA processing",16,0,0.76,"1.00000",1,"BP"
"12895","GO:2000234","positive regulation of rRNA processing",10,0,0.48,"1.00000",1,"BP"
"12896","GO:2000242","negative regulation of reproductive process",22,0,1.05,"1.00000",1,"BP"
"12897","GO:2000250","negative regulation of actin cytoskeleton reorganization",5,0,0.24,"1.00000",1,"BP"
"12898","GO:2000251","positive regulation of actin cytoskeleton reorganization",17,0,0.81,"1.00000",1,"BP"
"12899","GO:2000252","negative regulation of feeding behavior",4,0,0.19,"1.00000",1,"BP"
"12900","GO:2000253","positive regulation of feeding behavior",7,0,0.33,"1.00000",1,"BP"
"12901","GO:2000254","regulation of male germ cell proliferation",5,0,0.24,"1.00000",1,"BP"
"12902","GO:2000255","negative regulation of male germ cell proliferation",1,0,0.05,"1.00000",1,"BP"
"12903","GO:2000256","positive regulation of male germ cell proliferation",4,0,0.19,"1.00000",1,"BP"
"12904","GO:2000257","regulation of protein activation cascade",2,0,0.1,"1.00000",1,"BP"
"12905","GO:2000269","regulation of fibroblast apoptotic process",15,0,0.72,"1.00000",1,"BP"
"12906","GO:2000270","negative regulation of fibroblast apoptotic process",10,0,0.48,"1.00000",1,"BP"
"12907","GO:2000271","positive regulation of fibroblast apoptotic process",8,0,0.38,"1.00000",1,"BP"
"12908","GO:2000273","positive regulation of signaling receptor activity",26,0,1.24,"1.00000",1,"BP"
"12909","GO:2000275","regulation of oxidative phosphorylation uncoupler activity",8,0,0.38,"1.00000",1,"BP"
"12910","GO:2000276","negative regulation of oxidative phosphorylation uncoupler activity",5,0,0.24,"1.00000",1,"BP"
"12911","GO:2000277","positive regulation of oxidative phosphorylation uncoupler activity",2,0,0.1,"1.00000",1,"BP"
"12912","GO:2000279","negative regulation of DNA biosynthetic process",56,0,2.67,"1.00000",1,"BP"
"12913","GO:2000282","regulation of cellular amino acid biosynthetic process",4,0,0.19,"1.00000",1,"BP"
"12914","GO:2000286","receptor internalization involved in canonical Wnt signaling pathway",8,0,0.38,"1.00000",1,"BP"
"12915","GO:2000287","positive regulation of myotome development",3,0,0.14,"1.00000",1,"BP"
"12916","GO:2000290","regulation of myotome development",5,0,0.24,"1.00000",1,"BP"
"12917","GO:2000298","regulation of Rho-dependent protein serine/threonine kinase activity",11,0,0.52,"1.00000",1,"BP"
"12918","GO:2000299","negative regulation of Rho-dependent protein serine/threonine kinase activity",1,0,0.05,"1.00000",1,"BP"
"12919","GO:2000301","negative regulation of synaptic vesicle exocytosis",5,0,0.24,"1.00000",1,"BP"
"12920","GO:2000303","regulation of ceramide biosynthetic process",25,0,1.19,"1.00000",1,"BP"
"12921","GO:2000304","positive regulation of ceramide biosynthetic process",12,0,0.57,"1.00000",1,"BP"
"12922","GO:2000307","regulation of tumor necrosis factor (ligand) superfamily member 11 production",1,0,0.05,"1.00000",1,"BP"
"12923","GO:2000309","positive regulation of tumor necrosis factor (ligand) superfamily member 11 production",1,0,0.05,"1.00000",1,"BP"
"12924","GO:2000311","regulation of AMPA receptor activity",1,0,0.05,"1.00000",1,"BP"
"12925","GO:2000312","regulation of kainate selective glutamate receptor activity",3,0,0.14,"1.00000",1,"BP"
"12926","GO:2000318","positive regulation of T-helper 17 type immune response",14,0,0.67,"1.00000",1,"BP"
"12927","GO:2000321","positive regulation of T-helper 17 cell differentiation",3,0,0.14,"1.00000",1,"BP"
"12928","GO:2000322","regulation of glucocorticoid receptor signaling pathway",4,0,0.19,"1.00000",1,"BP"
"12929","GO:2000323","negative regulation of glucocorticoid receptor signaling pathway",4,0,0.19,"1.00000",1,"BP"
"12930","GO:2000331","regulation of terminal button organization",26,0,1.24,"1.00000",1,"BP"
"12931","GO:2000338","regulation of chemokine (C-X-C motif) ligand 1 production",1,0,0.05,"1.00000",1,"BP"
"12932","GO:2000340","positive regulation of chemokine (C-X-C motif) ligand 1 production",1,0,0.05,"1.00000",1,"BP"
"12933","GO:2000342","negative regulation of chemokine (C-X-C motif) ligand 2 production",2,0,0.1,"1.00000",1,"BP"
"12934","GO:2000344","positive regulation of acrosome reaction",8,0,0.38,"1.00000",1,"BP"
"12935","GO:2000348","regulation of CD40 signaling pathway",1,0,0.05,"1.00000",1,"BP"
"12936","GO:2000351","regulation of endothelial cell apoptotic process",42,0,2,"1.00000",1,"BP"
"12937","GO:2000352","negative regulation of endothelial cell apoptotic process",16,0,0.76,"1.00000",1,"BP"
"12938","GO:2000353","positive regulation of endothelial cell apoptotic process",26,0,1.24,"1.00000",1,"BP"
"12939","GO:2000354","regulation of ovarian follicle development",5,0,0.24,"1.00000",1,"BP"
"12940","GO:2000355","negative regulation of ovarian follicle development",4,0,0.19,"1.00000",1,"BP"
"12941","GO:2000361","regulation of prostaglandin-E synthase activity",2,0,0.1,"1.00000",1,"BP"
"12942","GO:2000363","positive regulation of prostaglandin-E synthase activity",2,0,0.1,"1.00000",1,"BP"
"12943","GO:2000367","regulation of acrosomal vesicle exocytosis",2,0,0.1,"1.00000",1,"BP"
"12944","GO:2000368","positive regulation of acrosomal vesicle exocytosis",2,0,0.1,"1.00000",1,"BP"
"12945","GO:2000369","regulation of clathrin-dependent endocytosis",45,0,2.15,"1.00000",1,"BP"
"12946","GO:2000370","positive regulation of clathrin-dependent endocytosis",15,0,0.72,"1.00000",1,"BP"
"12947","GO:2000371","regulation of DNA topoisomerase (ATP-hydrolyzing) activity",9,0,0.43,"1.00000",1,"BP"
"12948","GO:2000373","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity",9,0,0.43,"1.00000",1,"BP"
"12949","GO:2000374","regulation of oxygen metabolic process",2,0,0.1,"1.00000",1,"BP"
"12950","GO:2000379","positive regulation of reactive oxygen species metabolic process",49,0,2.34,"1.00000",1,"BP"
"12951","GO:2000380","regulation of mesoderm development",5,0,0.24,"1.00000",1,"BP"
"12952","GO:2000381","negative regulation of mesoderm development",4,0,0.19,"1.00000",1,"BP"
"12953","GO:2000383","regulation of ectoderm development",1,0,0.05,"1.00000",1,"BP"
"12954","GO:2000384","negative regulation of ectoderm development",1,0,0.05,"1.00000",1,"BP"
"12955","GO:2000386","positive regulation of ovarian follicle development",1,0,0.05,"1.00000",1,"BP"
"12956","GO:2000393","negative regulation of lamellipodium morphogenesis",3,0,0.14,"1.00000",1,"BP"
"12957","GO:2000395","regulation of ubiquitin-dependent endocytosis",6,0,0.29,"1.00000",1,"BP"
"12958","GO:2000397","positive regulation of ubiquitin-dependent endocytosis",6,0,0.29,"1.00000",1,"BP"
"12959","GO:2000398","regulation of thymocyte aggregation",1,0,0.05,"1.00000",1,"BP"
"12960","GO:2000399","negative regulation of thymocyte aggregation",1,0,0.05,"1.00000",1,"BP"
"12961","GO:2000401","regulation of lymphocyte migration",50,0,2.38,"1.00000",1,"BP"
"12962","GO:2000402","negative regulation of lymphocyte migration",18,0,0.86,"1.00000",1,"BP"
"12963","GO:2000403","positive regulation of lymphocyte migration",27,0,1.29,"1.00000",1,"BP"
"12964","GO:2000404","regulation of T cell migration",29,0,1.38,"1.00000",1,"BP"
"12965","GO:2000405","negative regulation of T cell migration",2,0,0.1,"1.00000",1,"BP"
"12966","GO:2000406","positive regulation of T cell migration",24,0,1.14,"1.00000",1,"BP"
"12967","GO:2000407","regulation of T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12968","GO:2000409","positive regulation of T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12969","GO:2000410","regulation of thymocyte migration",1,0,0.05,"1.00000",1,"BP"
"12970","GO:2000412","positive regulation of thymocyte migration",1,0,0.05,"1.00000",1,"BP"
"12971","GO:2000413","regulation of fibronectin-dependent thymocyte migration",1,0,0.05,"1.00000",1,"BP"
"12972","GO:2000415","positive regulation of fibronectin-dependent thymocyte migration",1,0,0.05,"1.00000",1,"BP"
"12973","GO:2000416","regulation of eosinophil migration",4,0,0.19,"1.00000",1,"BP"
"12974","GO:2000417","negative regulation of eosinophil migration",1,0,0.05,"1.00000",1,"BP"
"12975","GO:2000418","positive regulation of eosinophil migration",3,0,0.14,"1.00000",1,"BP"
"12976","GO:2000419","regulation of eosinophil extravasation",1,0,0.05,"1.00000",1,"BP"
"12977","GO:2000420","negative regulation of eosinophil extravasation",1,0,0.05,"1.00000",1,"BP"
"12978","GO:2000422","regulation of eosinophil chemotaxis",2,0,0.1,"1.00000",1,"BP"
"12979","GO:2000424","positive regulation of eosinophil chemotaxis",2,0,0.1,"1.00000",1,"BP"
"12980","GO:2000427","positive regulation of apoptotic cell clearance",4,0,0.19,"1.00000",1,"BP"
"12981","GO:2000434","regulation of protein neddylation",20,0,0.95,"1.00000",1,"BP"
"12982","GO:2000435","negative regulation of protein neddylation",2,0,0.1,"1.00000",1,"BP"
"12983","GO:2000436","positive regulation of protein neddylation",13,0,0.62,"1.00000",1,"BP"
"12984","GO:2000437","regulation of monocyte extravasation",8,0,0.38,"1.00000",1,"BP"
"12985","GO:2000438","negative regulation of monocyte extravasation",8,0,0.38,"1.00000",1,"BP"
"12986","GO:2000446","regulation of macrophage migration inhibitory factor signaling pathway",3,0,0.14,"1.00000",1,"BP"
"12987","GO:2000448","positive regulation of macrophage migration inhibitory factor signaling pathway",2,0,0.1,"1.00000",1,"BP"
"12988","GO:2000449","regulation of CD8-positive, alpha-beta T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12989","GO:2000451","positive regulation of CD8-positive, alpha-beta T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12990","GO:2000452","regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12991","GO:2000454","positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",1,0,0.05,"1.00000",1,"BP"
"12992","GO:2000458","regulation of astrocyte chemotaxis",1,0,0.05,"1.00000",1,"BP"
"12993","GO:2000465","regulation of glycogen (starch) synthase activity",8,0,0.38,"1.00000",1,"BP"
"12994","GO:2000466","negative regulation of glycogen (starch) synthase activity",5,0,0.24,"1.00000",1,"BP"
"12995","GO:2000467","positive regulation of glycogen (starch) synthase activity",2,0,0.1,"1.00000",1,"BP"
"12996","GO:2000468","regulation of peroxidase activity",3,0,0.14,"1.00000",1,"BP"
"12997","GO:2000470","positive regulation of peroxidase activity",3,0,0.14,"1.00000",1,"BP"
"12998","GO:2000480","negative regulation of cAMP-dependent protein kinase activity",18,0,0.86,"1.00000",1,"BP"
"12999","GO:2000485","regulation of glutamine transport",6,0,0.29,"1.00000",1,"BP"
"13000","GO:2000487","positive regulation of glutamine transport",6,0,0.29,"1.00000",1,"BP"
"13001","GO:2000489","regulation of hepatic stellate cell activation",3,0,0.14,"1.00000",1,"BP"
"13002","GO:2000490","negative regulation of hepatic stellate cell activation",1,0,0.05,"1.00000",1,"BP"
"13003","GO:2000491","positive regulation of hepatic stellate cell activation",2,0,0.1,"1.00000",1,"BP"
"13004","GO:2000492","regulation of interleukin-18-mediated signaling pathway",4,0,0.19,"1.00000",1,"BP"
"13005","GO:2000493","negative regulation of interleukin-18-mediated signaling pathway",4,0,0.19,"1.00000",1,"BP"
"13006","GO:2000501","regulation of natural killer cell chemotaxis",3,0,0.14,"1.00000",1,"BP"
"13007","GO:2000502","negative regulation of natural killer cell chemotaxis",2,0,0.1,"1.00000",1,"BP"
"13008","GO:2000503","positive regulation of natural killer cell chemotaxis",1,0,0.05,"1.00000",1,"BP"
"13009","GO:2000504","positive regulation of blood vessel remodeling",2,0,0.1,"1.00000",1,"BP"
"13010","GO:2000508","regulation of dendritic cell chemotaxis",7,0,0.33,"1.00000",1,"BP"
"13011","GO:2000510","positive regulation of dendritic cell chemotaxis",7,0,0.33,"1.00000",1,"BP"
"13012","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation",25,0,1.19,"1.00000",1,"BP"
"13013","GO:2000520","regulation of immunological synapse formation",2,0,0.1,"1.00000",1,"BP"
"13014","GO:2000521","negative regulation of immunological synapse formation",2,0,0.1,"1.00000",1,"BP"
"13015","GO:2000527","regulation of myeloid dendritic cell chemotaxis",5,0,0.24,"1.00000",1,"BP"
"13016","GO:2000529","positive regulation of myeloid dendritic cell chemotaxis",5,0,0.24,"1.00000",1,"BP"
"13017","GO:2000532","regulation of renal albumin absorption",1,0,0.05,"1.00000",1,"BP"
"13018","GO:2000533","negative regulation of renal albumin absorption",1,0,0.05,"1.00000",1,"BP"
"13019","GO:2000535","regulation of entry of bacterium into host cell",3,0,0.14,"1.00000",1,"BP"
"13020","GO:2000536","negative regulation of entry of bacterium into host cell",1,0,0.05,"1.00000",1,"BP"
"13021","GO:2000537","regulation of B cell chemotaxis",2,0,0.1,"1.00000",1,"BP"
"13022","GO:2000538","positive regulation of B cell chemotaxis",2,0,0.1,"1.00000",1,"BP"
"13023","GO:2000539","regulation of protein geranylgeranylation",1,0,0.05,"1.00000",1,"BP"
"13024","GO:2000541","positive regulation of protein geranylgeranylation",1,0,0.05,"1.00000",1,"BP"
"13025","GO:2000543","positive regulation of gastrulation",2,0,0.1,"1.00000",1,"BP"
"13026","GO:2000544","regulation of endothelial cell chemotaxis to fibroblast growth factor",1,0,0.05,"1.00000",1,"BP"
"13027","GO:2000546","positive regulation of endothelial cell chemotaxis to fibroblast growth factor",1,0,0.05,"1.00000",1,"BP"
"13028","GO:2000551","regulation of T-helper 2 cell cytokine production",2,0,0.1,"1.00000",1,"BP"
"13029","GO:2000553","positive regulation of T-helper 2 cell cytokine production",2,0,0.1,"1.00000",1,"BP"
"13030","GO:2000554","regulation of T-helper 1 cell cytokine production",2,0,0.1,"1.00000",1,"BP"
"13031","GO:2000556","positive regulation of T-helper 1 cell cytokine production",2,0,0.1,"1.00000",1,"BP"
"13032","GO:2000559","regulation of CD24 production",8,0,0.38,"1.00000",1,"BP"
"13033","GO:2000560","positive regulation of CD24 production",8,0,0.38,"1.00000",1,"BP"
"13034","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation",16,0,0.76,"1.00000",1,"BP"
"13035","GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation",12,0,0.57,"1.00000",1,"BP"
"13036","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation",4,0,0.19,"1.00000",1,"BP"
"13037","GO:2000564","regulation of CD8-positive, alpha-beta T cell proliferation",3,0,0.14,"1.00000",1,"BP"
"13038","GO:2000565","negative regulation of CD8-positive, alpha-beta T cell proliferation",1,0,0.05,"1.00000",1,"BP"
"13039","GO:2000566","positive regulation of CD8-positive, alpha-beta T cell proliferation",1,0,0.05,"1.00000",1,"BP"
"13040","GO:2000567","regulation of memory T cell activation",8,0,0.38,"1.00000",1,"BP"
"13041","GO:2000568","positive regulation of memory T cell activation",8,0,0.38,"1.00000",1,"BP"
"13042","GO:2000569","regulation of T-helper 2 cell activation",5,0,0.24,"1.00000",1,"BP"
"13043","GO:2000570","positive regulation of T-helper 2 cell activation",5,0,0.24,"1.00000",1,"BP"
"13044","GO:2000573","positive regulation of DNA biosynthetic process",51,0,2.43,"1.00000",1,"BP"
"13045","GO:2000584","negative regulation of platelet-derived growth factor receptor-alpha signaling pathway",1,0,0.05,"1.00000",1,"BP"
"13046","GO:2000587","negative regulation of platelet-derived growth factor receptor-beta signaling pathway",10,0,0.48,"1.00000",1,"BP"
"13047","GO:2000588","positive regulation of platelet-derived growth factor receptor-beta signaling pathway",4,0,0.19,"1.00000",1,"BP"
"13048","GO:2000589","regulation of metanephric mesenchymal cell migration",2,0,0.1,"1.00000",1,"BP"
"13049","GO:2000591","positive regulation of metanephric mesenchymal cell migration",2,0,0.1,"1.00000",1,"BP"
"13050","GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation",9,0,0.43,"1.00000",1,"BP"
"13051","GO:2000609","regulation of thyroid hormone generation",2,0,0.1,"1.00000",1,"BP"
"13052","GO:2000611","positive regulation of thyroid hormone generation",2,0,0.1,"1.00000",1,"BP"
"13053","GO:2000612","regulation of thyroid-stimulating hormone secretion",1,0,0.05,"1.00000",1,"BP"
"13054","GO:2000614","positive regulation of thyroid-stimulating hormone secretion",1,0,0.05,"1.00000",1,"BP"
"13055","GO:2000615","regulation of histone H3-K9 acetylation",13,0,0.62,"1.00000",1,"BP"
"13056","GO:2000616","negative regulation of histone H3-K9 acetylation",9,0,0.43,"1.00000",1,"BP"
"13057","GO:2000617","positive regulation of histone H3-K9 acetylation",3,0,0.14,"1.00000",1,"BP"
"13058","GO:2000618","regulation of histone H4-K16 acetylation",24,0,1.14,"1.00000",1,"BP"
"13059","GO:2000619","negative regulation of histone H4-K16 acetylation",3,0,0.14,"1.00000",1,"BP"
"13060","GO:2000620","positive regulation of histone H4-K16 acetylation",19,0,0.91,"1.00000",1,"BP"
"13061","GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",17,0,0.81,"1.00000",1,"BP"
"13062","GO:2000623","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",17,0,0.81,"1.00000",1,"BP"
"13063","GO:2000625","regulation of miRNA catabolic process",7,0,0.33,"1.00000",1,"BP"
"13064","GO:2000626","negative regulation of miRNA catabolic process",4,0,0.19,"1.00000",1,"BP"
"13065","GO:2000627","positive regulation of miRNA catabolic process",3,0,0.14,"1.00000",1,"BP"
"13066","GO:2000634","regulation of primary miRNA processing",4,0,0.19,"1.00000",1,"BP"
"13067","GO:2000635","negative regulation of primary miRNA processing",4,0,0.19,"1.00000",1,"BP"
"13068","GO:2000637","positive regulation of miRNA-mediated gene silencing",42,0,2,"1.00000",1,"BP"
"13069","GO:2000638","regulation of SREBP signaling pathway",6,0,0.29,"1.00000",1,"BP"
"13070","GO:2000639","negative regulation of SREBP signaling pathway",2,0,0.1,"1.00000",1,"BP"
"13071","GO:2000640","positive regulation of SREBP signaling pathway",2,0,0.1,"1.00000",1,"BP"
"13072","GO:2000641","regulation of early endosome to late endosome transport",24,0,1.14,"1.00000",1,"BP"
"13073","GO:2000642","negative regulation of early endosome to late endosome transport",2,0,0.1,"1.00000",1,"BP"
"13074","GO:2000643","positive regulation of early endosome to late endosome transport",13,0,0.62,"1.00000",1,"BP"
"13075","GO:2000644","regulation of receptor catabolic process",14,0,0.67,"1.00000",1,"BP"
"13076","GO:2000645","negative regulation of receptor catabolic process",3,0,0.14,"1.00000",1,"BP"
"13077","GO:2000646","positive regulation of receptor catabolic process",11,0,0.52,"1.00000",1,"BP"
"13078","GO:2000647","negative regulation of stem cell proliferation",3,0,0.14,"1.00000",1,"BP"
"13079","GO:2000648","positive regulation of stem cell proliferation",20,0,0.95,"1.00000",1,"BP"
"13080","GO:2000650","negative regulation of sodium ion transmembrane transporter activity",13,0,0.62,"1.00000",1,"BP"
"13081","GO:2000651","positive regulation of sodium ion transmembrane transporter activity",74,0,3.53,"1.00000",1,"BP"
"13082","GO:2000653","regulation of genetic imprinting",2,0,0.1,"1.00000",1,"BP"
"13083","GO:2000654","regulation of cellular response to testosterone stimulus",2,0,0.1,"1.00000",1,"BP"
"13084","GO:2000655","negative regulation of cellular response to testosterone stimulus",2,0,0.1,"1.00000",1,"BP"
"13085","GO:2000656","regulation of apolipoprotein binding",2,0,0.1,"1.00000",1,"BP"
"13086","GO:2000657","negative regulation of apolipoprotein binding",2,0,0.1,"1.00000",1,"BP"
"13087","GO:2000659","regulation of interleukin-1-mediated signaling pathway",3,0,0.14,"1.00000",1,"BP"
"13088","GO:2000660","negative regulation of interleukin-1-mediated signaling pathway",2,0,0.1,"1.00000",1,"BP"
"13089","GO:2000668","regulation of dendritic cell apoptotic process",5,0,0.24,"1.00000",1,"BP"
"13090","GO:2000669","negative regulation of dendritic cell apoptotic process",1,0,0.05,"1.00000",1,"BP"
"13091","GO:2000670","positive regulation of dendritic cell apoptotic process",4,0,0.19,"1.00000",1,"BP"
"13092","GO:2000671","regulation of motor neuron apoptotic process",9,0,0.43,"1.00000",1,"BP"
"13093","GO:2000672","negative regulation of motor neuron apoptotic process",9,0,0.43,"1.00000",1,"BP"
"13094","GO:2000674","regulation of type B pancreatic cell apoptotic process",29,0,1.38,"1.00000",1,"BP"
"13095","GO:2000675","negative regulation of type B pancreatic cell apoptotic process",27,0,1.29,"1.00000",1,"BP"
"13096","GO:2000676","positive regulation of type B pancreatic cell apoptotic process",2,0,0.1,"1.00000",1,"BP"
"13097","GO:2000677","regulation of transcription regulatory region DNA binding",26,0,1.24,"1.00000",1,"BP"
"13098","GO:2000678","negative regulation of transcription regulatory region DNA binding",9,0,0.43,"1.00000",1,"BP"
"13099","GO:2000679","positive regulation of transcription regulatory region DNA binding",11,0,0.52,"1.00000",1,"BP"
"13100","GO:2000689","actomyosin contractile ring assembly actin filament organization",15,0,0.72,"1.00000",1,"BP"
"13101","GO:2000690","regulation of cardiac muscle cell myoblast differentiation",1,0,0.05,"1.00000",1,"BP"
"13102","GO:2000691","negative regulation of cardiac muscle cell myoblast differentiation",1,0,0.05,"1.00000",1,"BP"
"13103","GO:2000696","regulation of epithelial cell differentiation involved in kidney development",12,0,0.57,"1.00000",1,"BP"
"13104","GO:2000697","negative regulation of epithelial cell differentiation involved in kidney development",10,0,0.48,"1.00000",1,"BP"
"13105","GO:2000705","regulation of dense core granule biogenesis",4,0,0.19,"1.00000",1,"BP"
"13106","GO:2000707","positive regulation of dense core granule biogenesis",4,0,0.19,"1.00000",1,"BP"
"13107","GO:2000718","regulation of maintenance of mitotic sister chromatid cohesion, centromeric",2,0,0.1,"1.00000",1,"BP"
"13108","GO:2000719","negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric",2,0,0.1,"1.00000",1,"BP"
"13109","GO:2000721","positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation",5,0,0.24,"1.00000",1,"BP"
"13110","GO:2000722","regulation of cardiac vascular smooth muscle cell differentiation",3,0,0.14,"1.00000",1,"BP"
"13111","GO:2000724","positive regulation of cardiac vascular smooth muscle cell differentiation",3,0,0.14,"1.00000",1,"BP"
"13112","GO:2000725","regulation of cardiac muscle cell differentiation",28,0,1.34,"1.00000",1,"BP"
"13113","GO:2000726","negative regulation of cardiac muscle cell differentiation",7,0,0.33,"1.00000",1,"BP"
"13114","GO:2000727","positive regulation of cardiac muscle cell differentiation",21,0,1,"1.00000",1,"BP"
"13115","GO:2000729","positive regulation of mesenchymal cell proliferation involved in ureter development",2,0,0.1,"1.00000",1,"BP"
"13116","GO:2000730","regulation of termination of RNA polymerase I transcription",2,0,0.1,"1.00000",1,"BP"
"13117","GO:2000737","negative regulation of stem cell differentiation",37,0,1.76,"1.00000",1,"BP"
"13118","GO:2000738","positive regulation of stem cell differentiation",35,0,1.67,"1.00000",1,"BP"
"13119","GO:2000739","regulation of mesenchymal stem cell differentiation",8,0,0.38,"1.00000",1,"BP"
"13120","GO:2000740","negative regulation of mesenchymal stem cell differentiation",2,0,0.1,"1.00000",1,"BP"
"13121","GO:2000741","positive regulation of mesenchymal stem cell differentiation",6,0,0.29,"1.00000",1,"BP"
"13122","GO:2000742","regulation of anterior head development",1,0,0.05,"1.00000",1,"BP"
"13123","GO:2000744","positive regulation of anterior head development",1,0,0.05,"1.00000",1,"BP"
"13124","GO:2000756","regulation of peptidyl-lysine acetylation",118,0,5.63,"1.00000",1,"BP"
"13125","GO:2000757","negative regulation of peptidyl-lysine acetylation",31,0,1.48,"1.00000",1,"BP"
"13126","GO:2000758","positive regulation of peptidyl-lysine acetylation",52,0,2.48,"1.00000",1,"BP"
"13127","GO:2000759","regulation of N-terminal peptidyl-lysine acetylation",2,0,0.1,"1.00000",1,"BP"
"13128","GO:2000761","positive regulation of N-terminal peptidyl-lysine acetylation",2,0,0.1,"1.00000",1,"BP"
"13129","GO:2000766","negative regulation of cytoplasmic translation",29,0,1.38,"1.00000",1,"BP"
"13130","GO:2000767","positive regulation of cytoplasmic translation",68,0,3.24,"1.00000",1,"BP"
"13131","GO:2000772","regulation of cellular senescence",27,0,1.29,"1.00000",1,"BP"
"13132","GO:2000773","negative regulation of cellular senescence",17,0,0.81,"1.00000",1,"BP"
"13133","GO:2000774","positive regulation of cellular senescence",4,0,0.19,"1.00000",1,"BP"
"13134","GO:2000777","positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia",3,0,0.14,"1.00000",1,"BP"
"13135","GO:2000779","regulation of double-strand break repair",158,0,7.54,"1.00000",1,"BP"
"13136","GO:2000780","negative regulation of double-strand break repair",51,0,2.43,"1.00000",1,"BP"
"13137","GO:2000781","positive regulation of double-strand break repair",100,0,4.77,"1.00000",1,"BP"
"13138","GO:2000786","positive regulation of autophagosome assembly",31,0,1.48,"1.00000",1,"BP"
"13139","GO:2000790","regulation of mesenchymal cell proliferation involved in lung development",3,0,0.14,"1.00000",1,"BP"
"13140","GO:2000791","negative regulation of mesenchymal cell proliferation involved in lung development",3,0,0.14,"1.00000",1,"BP"
"13141","GO:2000793","cell proliferation involved in heart valve development",6,0,0.29,"1.00000",1,"BP"
"13142","GO:2000794","regulation of epithelial cell proliferation involved in lung morphogenesis",16,0,0.76,"1.00000",1,"BP"
"13143","GO:2000795","negative regulation of epithelial cell proliferation involved in lung morphogenesis",2,0,0.1,"1.00000",1,"BP"
"13144","GO:2000804","regulation of termination of RNA polymerase II transcription, poly(A)-coupled",4,0,0.19,"1.00000",1,"BP"
"13145","GO:2000805","negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled",4,0,0.19,"1.00000",1,"BP"
"13146","GO:2000807","regulation of synaptic vesicle clustering",28,0,1.34,"1.00000",1,"BP"
"13147","GO:2000808","negative regulation of synaptic vesicle clustering",3,0,0.14,"1.00000",1,"BP"
"13148","GO:2000809","positive regulation of synaptic vesicle clustering",25,0,1.19,"1.00000",1,"BP"
"13149","GO:2000810","regulation of bicellular tight junction assembly",24,0,1.14,"1.00000",1,"BP"
"13150","GO:2000812","regulation of barbed-end actin filament capping",2,0,0.1,"1.00000",1,"BP"
"13151","GO:2000815","regulation of mRNA stability involved in response to oxidative stress",23,0,1.1,"1.00000",1,"BP"
"13152","GO:2000816","negative regulation of mitotic sister chromatid separation",42,0,2,"1.00000",1,"BP"
"13153","GO:2000819","regulation of nucleotide-excision repair",41,0,1.96,"1.00000",1,"BP"
